Extension;Load;Strain 1
69.55;2499.33;-1.812
69.57;2499.96;-1.812
69.58;2499.92;-1.812
69.6;2500.19;-1.812
69.62;2499.92;-1.812
69.63;2499.44;-1.812
69.65;2498.98;-1.812
69.67;2498.77;-1.812
69.68;2499.56;-1.812
69.7;2499.43;-1.812
69.72;2499.51;-1.812
69.73;2499.51;-1.812
69.75;2499.99;-1.813
69.77;2499.61;-1.812
69.78;2499.41;-1.813
69.8;2499.67;-1.813
69.82;2499.28;-1.812
69.83;2499.49;-1.812
69.85;2499.67;-1.812
69.87;2500.76;-1.812
69.88;2500.91;-1.812
69.9;2500.65;-1.812
69.92;2501.5;-1.812
69.93;2500.84;-1.812
69.95;2500.92;-1.812
69.97;2500.83;-1.812
69.98;2500.45;-1.812
70;2500.98;-1.812
70.02;2501.7;-1.812
70.03;2502.18;-1.812
70.05;2501.89;-1.812
70.07;2502.07;-1.812
70.08;2501.99;-1.812
70.1;2502.02;-1.812
70.12;2502.01;-1.812
70.13;2501.88;-1.812
70.15;2502.18;-1.813
70.17;2502.21;-1.812
70.18;2502.04;-1.812
70.2;2502.05;-1.813
70.22;2502.1;-1.812
70.23;2502.43;-1.812
70.25;2502.43;-1.812
70.27;2502.93;-1.812
70.28;2503.15;-1.812
70.3;2503.02;-1.812
70.32;2503.25;-1.812
70.33;2503.03;-1.812
70.35;2502.8;-1.812
70.37;2502.89;-1.812
70.38;2503.03;-1.812
70.4;2502.71;-1.812
70.42;2503.52;-1.813
70.43;2503.77;-1.813
70.45;2503.15;-1.813
70.47;2502.58;-1.813
70.48;2502.43;-1.813
70.5;2502.43;-1.813
70.52;2502.85;-1.812
70.53;2503.25;-1.812
70.55;2503;-1.812
70.57;2503.37;-1.812
70.58;2503.91;-1.812
70.6;2503.43;-1.812
70.62;2503.35;-1.812
70.63;2503.17;-1.812
70.65;2503.35;-1.812
70.67;2503.86;-1.812
70.68;2504.35;-1.812
70.7;2504.1;-1.812
70.72;2504.44;-1.812
70.73;2505.02;-1.812
70.75;2504.57;-1.812
70.77;2503.78;-1.812
70.78;2504.32;-1.812
70.8;2503.9;-1.813
70.82;2504.34;-1.813
70.83;2504.55;-1.813
70.85;2504.59;-1.813
70.87;2504.54;-1.813
70.88;2504.24;-1.813
70.9;2504.15;-1.813
70.92;2504.3;-1.813
70.93;2504;-1.813
70.95;2503.98;-1.812
70.97;2504.55;-1.813
70.98;2505.37;-1.812
71;2504.9;-1.812
71.02;2504.92;-1.812
71.03;2504.99;-1.812
71.05;2504.77;-1.812
71.07;2504.33;-1.812
71.08;2504.92;-1.813
71.1;2505.19;-1.813
71.12;2505.59;-1.813
71.13;2505.36;-1.813
71.15;2505.22;-1.813
71.17;2505.44;-1.813
71.18;2505.11;-1.813
71.2;2505.23;-1.813
71.22;2505.91;-1.813
71.23;2506.16;-1.813
71.25;2506.44;-1.813
71.27;2505.98;-1.813
71.28;2506.19;-1.813
71.3;2505.81;-1.813
71.32;2505.78;-1.813
71.33;2505.93;-1.813
71.35;2505.8;-1.813
71.37;2506.32;-1.812
71.38;2506.03;-1.813
71.4;2507.07;-1.812
71.42;2506.54;-1.812
71.43;2506.77;-1.812
71.45;2506.29;-1.812
71.47;2506.33;-1.813
71.48;2505.75;-1.812
71.5;2507.41;-1.813
71.52;2507.63;-1.813
71.53;2507.29;-1.813
71.55;2507.07;-1.813
71.57;2507.05;-1.813
71.58;2507.37;-1.813
71.6;2506.76;-1.813
71.62;2506.48;-1.813
71.63;2506.84;-1.813
71.65;2507.12;-1.813
71.67;2507.8;-1.813
71.68;2507.27;-1.813
71.7;2506.91;-1.813
71.72;2506.63;-1.813
71.73;2507.21;-1.813
71.75;2507.4;-1.812
71.77;2507.36;-1.813
71.78;2507.9;-1.813
71.8;2507.57;-1.813
71.82;2507.53;-1.813
71.83;2507.49;-1.813
71.85;2507.46;-1.813
71.87;2507.47;-1.813
71.88;2507.58;-1.813
71.9;2508.16;-1.813
71.92;2508.66;-1.813
71.93;2508.86;-1.813
71.95;2508.34;-1.813
71.97;2508.56;-1.813
71.98;2508.6;-1.813
72;2508.23;-1.813
72.02;2508.11;-1.813
72.03;2508.11;-1.813
72.05;2508.42;-1.813
72.07;2508.43;-1.813
72.08;2508.01;-1.812
72.1;2507.89;-1.812
72.12;2507.17;-1.812
72.13;2506.86;-1.813
72.15;2507.41;-1.813
72.17;2507.22;-1.813
72.18;2507.81;-1.813
72.2;2508.47;-1.813
72.22;2508.53;-1.813
72.23;2507.92;-1.813
72.25;2507.68;-1.813
72.27;2507.25;-1.813
72.28;2506.59;-1.813
72.3;2507.25;-1.813
72.32;2508.03;-1.813
72.33;2508.37;-1.813
72.35;2508.04;-1.813
72.37;2507.65;-1.813
72.38;2506.72;-1.813
72.4;2506.67;-1.813
72.42;2507.07;-1.813
72.43;2507.2;-1.813
72.45;2507.21;-1.813
72.47;2507.5;-1.813
72.48;2507.4;-1.813
72.5;2506.89;-1.813
72.52;2506.88;-1.813
72.53;2506.99;-1.812
72.55;2506.6;-1.813
72.57;2506.93;-1.813
72.58;2506.76;-1.813
72.6;2506.88;-1.813
72.62;2507.39;-1.813
72.63;2506.97;-1.813
72.65;2506.86;-1.813
72.67;2506.74;-1.813
72.68;2506.35;-1.813
72.7;2506.75;-1.813
72.72;2507.02;-1.813
72.73;2507.26;-1.813
72.75;2507.32;-1.813
72.77;2506.92;-1.813
72.78;2506.35;-1.813
72.8;2506.33;-1.813
72.82;2506.19;-1.813
72.83;2506.4;-1.813
72.85;2506.07;-1.813
72.87;2507.02;-1.813
72.88;2506.6;-1.813
72.9;2506.68;-1.813
72.92;2506.03;-1.813
72.93;2505.96;-1.813
72.95;2505.86;-1.813
72.97;2505.52;-1.813
72.98;2505.29;-1.813
73;2505.17;-1.813
73.02;2505.38;-1.813
73.03;2505.3;-1.813
73.05;2505.77;-1.813
73.07;2505.13;-1.813
73.08;2504.83;-1.813
73.1;2505.14;-1.813
73.12;2505.33;-1.813
73.13;2505.24;-1.813
73.15;2504.96;-1.813
73.17;2505.84;-1.813
73.18;2504.9;-1.813
73.2;2504.44;-1.813
73.22;2504.31;-1.813
73.23;2504.28;-1.813
73.25;2504.49;-1.813
73.27;2504.41;-1.813
73.28;2504.99;-1.813
73.3;2505.02;-1.813
73.32;2504.16;-1.813
73.33;2504.1;-1.813
73.35;2503.27;-1.813
73.37;2503.14;-1.813
73.38;2504.09;-1.813
73.4;2503.64;-1.813
73.42;2503.9;-1.813
73.43;2503.59;-1.813
73.45;2503.23;-1.813
73.47;2504.09;-1.813
73.48;2503.64;-1.813
73.5;2503.64;-1.813
73.52;2503.56;-1.813
73.53;2503.85;-1.813
73.55;2503.85;-1.813
73.57;2503.43;-1.813
73.58;2503.47;-1.813
73.6;2503.21;-1.813
73.62;2503.11;-1.813
73.63;2503.2;-1.813
73.65;2503.56;-1.813
73.67;2503.61;-1.813
73.68;2502.94;-1.813
73.7;2503.18;-1.813
73.72;2502.85;-1.813
73.73;2503.03;-1.813
73.75;2502.81;-1.813
73.77;2502.14;-1.813
73.78;2502.19;-1.813
73.8;2502.31;-1.813
73.82;2502.87;-1.813
73.83;2502.84;-1.813
73.85;2503.1;-1.813
73.87;2502.72;-1.813
73.88;2502.49;-1.813
73.9;2501.84;-1.813
73.92;2502.19;-1.813
73.93;2502.09;-1.813
73.95;2502.71;-1.813
73.97;2502.67;-1.813
73.98;2502.57;-1.813
74;2502.6;-1.813
74.02;2502.45;-1.813
74.03;2501.79;-1.813
74.05;2502.04;-1.813
74.07;2502.37;-1.813
74.08;2502.14;-1.813
74.1;2502.22;-1.813
74.12;2502.33;-1.813
74.13;2502.31;-1.813
74.15;2501.34;-1.813
74.17;2501.6;-1.813
74.18;2501.14;-1.813
74.2;2501.44;-1.813
74.22;2501.9;-1.813
74.23;2502.2;-1.813
74.25;2502.33;-1.813
74.27;2501.96;-1.813
74.28;2501.37;-1.813
74.3;2500.96;-1.813
74.32;2501.17;-1.813
74.33;2501.37;-1.813
74.35;2501.9;-1.813
74.37;2502.29;-1.813
74.38;2501.91;-1.813
74.4;2501.7;-1.813
74.42;2501.35;-1.813
74.43;2501.37;-1.813
74.45;2500.77;-1.813
74.47;2500.98;-1.813
74.48;2500.5;-1.813
74.5;2500.49;-1.813
74.52;2500.81;-1.813
74.53;2500.54;-1.813
74.55;2500.6;-1.813
74.57;2499.85;-1.813
74.58;2499.87;-1.813
74.6;2499.79;-1.813
74.62;2500.2;-1.813
74.63;2500.21;-1.813
74.65;2499.94;-1.813
74.67;2499.7;-1.813
74.68;2500.36;-1.813
74.7;2500.05;-1.813
74.72;2499.76;-1.813
74.73;2499.76;-1.813
74.75;2500.22;-1.813
74.77;2501.12;-1.813
74.78;2501.14;-1.813
74.8;2501.08;-1.813
74.82;2501.23;-1.813
74.83;2500.81;-1.813
74.85;2500.93;-1.813
74.87;2500.64;-1.813
74.88;2500.39;-1.813
74.9;2501.61;-1.813
74.92;2501.63;-1.813
74.93;2501.69;-1.813
74.95;2501.68;-1.813
74.97;2501.27;-1.813
74.98;2500.26;-1.813
75;2500.38;-1.813
75.02;2500.7;-1.813
75.03;2501.31;-1.813
75.05;2502.84;-1.813
75.07;2503.06;-1.813
75.08;2502.86;-1.813
75.1;2502.16;-1.813
75.12;2501.94;-1.813
75.13;2502.03;-1.813
75.15;2502.97;-1.813
75.17;2503.14;-1.813
75.18;2504.4;-1.813
75.2;2503.88;-1.813
75.22;2503.72;-1.813
75.23;2504.76;-1.813
75.25;2504.47;-1.813
75.27;2504.32;-1.813
75.28;2505.18;-1.813
75.3;2505.25;-1.813
75.32;2505.99;-1.813
75.33;2505.61;-1.813
75.35;2506.42;-1.813
75.37;2505.83;-1.813
75.38;2505.98;-1.813
75.4;2505.83;-1.813
75.42;2505.78;-1.813
75.43;2506.78;-1.813
75.45;2507.28;-1.813
75.47;2507.64;-1.813
75.48;2507.45;-1.813
75.5;2507.52;-1.813
75.52;2508.01;-1.813
75.53;2507.7;-1.813
75.55;2508.27;-1.813
75.57;2508.13;-1.813
75.58;2509.17;-1.813
75.6;2508.9;-1.813
75.62;2508.86;-1.813
75.63;2509.25;-1.813
75.65;2509.16;-1.813
75.67;2509.05;-1.813
75.68;2508.86;-1.813
75.7;2509.28;-1.813
75.72;2509.57;-1.813
75.73;2509.93;-1.813
75.75;2509;-1.813
75.77;2509.06;-1.813
75.78;2509.1;-1.813
75.8;2509;-1.813
75.82;2508.45;-1.813
75.83;2509.39;-1.813
75.85;2509.76;-1.813
75.87;2510.06;-1.813
75.88;2509.4;-1.813
75.9;2510.38;-1.813
75.92;2509.56;-1.813
75.93;2509.25;-1.813
75.95;2509.46;-1.813
75.97;2509.51;-1.813
75.98;2509.81;-1.813
76;2509.73;-1.813
76.02;2509.79;-1.813
76.03;2509.93;-1.813
76.05;2509.63;-1.813
76.07;2509.71;-1.813
76.08;2509.4;-1.813
76.1;2510.24;-1.813
76.12;2510.08;-1.813
76.13;2510.75;-1.813
76.15;2510.4;-1.813
76.17;2510.63;-1.813
76.18;2509.75;-1.813
76.2;2510.58;-1.813
76.22;2510.12;-1.813
76.23;2510.66;-1.813
76.25;2510.71;-1.813
76.27;2511.2;-1.813
76.28;2511;-1.813
76.3;2510.57;-1.813
76.32;2509.87;-1.813
76.33;2510.93;-1.813
76.35;2510.81;-1.813
76.37;2511.03;-1.813
76.38;2511.88;-1.813
76.4;2512.49;-1.813
76.42;2512.52;-1.813
76.43;2512.77;-1.813
76.45;2511.99;-1.813
76.47;2512.73;-1.813
76.48;2512.7;-1.813
76.5;2512.87;-1.813
76.52;2512.71;-1.813
76.53;2513.6;-1.813
76.55;2513.87;-1.813
76.57;2513.89;-1.813
76.58;2513.8;-1.813
76.6;2513.78;-1.813
76.62;2513.96;-1.813
76.63;2514.21;-1.813
76.65;2514.13;-1.813
76.67;2514.95;-1.813
76.68;2515.11;-1.813
76.7;2515.09;-1.813
76.72;2515.18;-1.813
76.73;2514.95;-1.813
76.75;2515.76;-1.813
76.77;2515.73;-1.813
76.78;2516.26;-1.813
76.8;2516.46;-1.813
76.82;2516.12;-1.813
76.83;2516.56;-1.813
76.85;2516.43;-1.813
76.87;2516.45;-1.813
76.88;2516.31;-1.813
76.9;2515.96;-1.813
76.92;2516.57;-1.813
76.93;2517.08;-1.813
76.95;2516.95;-1.813
76.97;2516.49;-1.813
76.98;2516.61;-1.813
77;2515.85;-1.813
77.02;2516.14;-1.813
77.03;2516.02;-1.813
77.05;2516.66;-1.813
77.07;2516.28;-1.813
77.08;2515.8;-1.813
77.1;2516.16;-1.813
77.12;2515.73;-1.813
77.13;2516.11;-1.813
77.15;2516.38;-1.813
77.17;2515.92;-1.813
77.18;2516.3;-1.813
77.2;2516.59;-1.813
77.22;2516.99;-1.813
77.23;2516.91;-1.813
77.25;2516.92;-1.813
77.27;2516.58;-1.813
77.28;2516.36;-1.813
77.3;2515.94;-1.813
77.32;2515.73;-1.813
77.33;2515.38;-1.813
77.35;2516.3;-1.813
77.37;2516.03;-1.813
77.38;2516.14;-1.813
77.4;2515.72;-1.813
77.42;2515.41;-1.813
77.43;2515.85;-1.813
77.45;2515.41;-1.813
77.47;2514.45;-1.813
77.48;2514.32;-1.813
77.5;2514.04;-1.813
77.52;2514.45;-1.813
77.53;2513.82;-1.813
77.55;2514.46;-1.813
77.57;2514.51;-1.813
77.58;2514.21;-1.813
77.6;2512.82;-1.813
77.62;2513.7;-1.813
77.63;2514.21;-1.813
77.65;2513.84;-1.813
77.67;2513.06;-1.813
77.68;2513.34;-1.813
77.7;2512.97;-1.813
77.72;2513.17;-1.813
77.73;2513.61;-1.813
77.75;2513.81;-1.813
77.77;2513.21;-1.813
77.78;2513.73;-1.813
77.8;2513.44;-1.813
77.82;2512.48;-1.813
77.83;2512.42;-1.813
77.85;2512.81;-1.813
77.87;2513.35;-1.813
77.88;2513.59;-1.813
77.9;2513.87;-1.813
77.92;2513.88;-1.813
77.93;2513.49;-1.813
77.95;2513.15;-1.813
77.97;2513.47;-1.813
77.98;2513.52;-1.813
78;2513.71;-1.813
78.02;2514.3;-1.813
78.03;2514.89;-1.813
78.05;2515.16;-1.813
78.07;2515.35;-1.813
78.08;2515.52;-1.813
78.1;2515.5;-1.813
78.12;2514.87;-1.813
78.13;2515.56;-1.813
78.15;2515.35;-1.813
78.17;2515.72;-1.813
78.18;2516.4;-1.813
78.2;2516.5;-1.813
78.22;2516.19;-1.813
78.23;2516.54;-1.813
78.25;2516.78;-1.813
78.27;2516.2;-1.813
78.28;2517.08;-1.813
78.3;2517.01;-1.813
78.32;2517.04;-1.813
78.33;2516.64;-1.813
78.35;2516.88;-1.813
78.37;2517.34;-1.813
78.38;2517.53;-1.813
78.4;2517.9;-1.813
78.42;2517.92;-1.813
78.43;2518.28;-1.813
78.45;2518.97;-1.813
78.47;2519.77;-1.813
78.48;2518.74;-1.813
78.5;2519.43;-1.813
78.52;2519.09;-1.813
78.53;2519.88;-1.813
78.55;2519.89;-1.813
78.57;2520.43;-1.813
78.58;2519.74;-1.813
78.6;2520.43;-1.813
78.62;2520.05;-1.813
78.63;2520.44;-1.813
78.65;2519.44;-1.813
78.67;2519.95;-1.813
78.68;2520.7;-1.813
78.7;2520.36;-1.813
78.72;2521.13;-1.813
78.73;2521.15;-1.813
78.75;2521.11;-1.813
78.77;2520.52;-1.813
78.78;2520.59;-1.813
78.8;2521.28;-1.813
78.82;2521.76;-1.813
78.83;2522.1;-1.813
78.85;2522.25;-1.813
78.87;2522.98;-1.813
78.88;2522.57;-1.813
78.9;2522.07;-1.813
78.92;2521.59;-1.813
78.93;2522.37;-1.813
78.95;2523.28;-1.813
78.97;2522.88;-1.813
78.98;2522.87;-1.813
79;2522.48;-1.813
79.02;2522.57;-1.813
79.03;2522.63;-1.813
79.05;2521.8;-1.813
79.07;2522.08;-1.813
79.08;2522.79;-1.813
79.1;2522.97;-1.813
79.12;2523;-1.813
79.13;2522.1;-1.813
79.15;2522.67;-1.813
79.17;2523.43;-1.813
79.18;2522.13;-1.813
79.2;2522.97;-1.813
79.22;2522.77;-1.813
79.23;2523.73;-1.813
79.25;2523.47;-1.813
79.27;2523.79;-1.813
79.28;2523.69;-1.813
79.3;2523.53;-1.813
79.32;2522.62;-1.813
79.33;2522.63;-1.813
79.35;2523.33;-1.813
79.37;2523.09;-1.813
79.38;2523.28;-1.813
79.4;2523.26;-1.813
79.42;2523.35;-1.813
79.43;2523.03;-1.813
79.45;2522.84;-1.813
79.47;2522.54;-1.813
79.48;2522.67;-1.813
79.5;2523.08;-1.813
79.52;2523.14;-1.813
79.53;2523.52;-1.813
79.55;2523.51;-1.813
79.57;2523.28;-1.813
79.58;2523.43;-1.813
79.6;2522.97;-1.813
79.62;2523.51;-1.813
79.63;2523.16;-1.813
79.65;2523.78;-1.813
79.67;2523.6;-1.813
79.68;2524.03;-1.813
79.7;2523.78;-1.813
79.72;2523.37;-1.813
79.73;2523.65;-1.813
79.75;2524.3;-1.813
79.77;2524.22;-1.813
79.78;2524.34;-1.813
79.8;2523.81;-1.813
79.82;2523.63;-1.813
79.83;2523.98;-1.813
79.85;2524.29;-1.813
79.87;2524;-1.813
79.88;2523.4;-1.813
79.9;2523.9;-1.813
79.92;2523.73;-1.813
79.93;2523.26;-1.813
79.95;2523.47;-1.813
79.97;2523.61;-1.813
79.98;2522.87;-1.813
80;2523.07;-1.813
80.02;2522.98;-1.813
80.03;2523.42;-1.813
80.05;2523.27;-1.813
80.07;2523.05;-1.813
80.08;2522.39;-1.813
80.1;2522.53;-1.813
80.12;2522.41;-1.813
80.13;2522.41;-1.813
80.15;2522.81;-1.813
80.17;2522.83;-1.813
80.18;2522.85;-1.813
80.2;2521.73;-1.813
80.22;2521.48;-1.813
80.23;2521.4;-1.813
80.25;2521.39;-1.813
80.27;2521.09;-1.813
80.28;2520.83;-1.813
80.3;2520.82;-1.813
80.32;2520.96;-1.813
80.33;2520.64;-1.813
80.35;2520.73;-1.813
80.37;2520.67;-1.813
80.38;2520.4;-1.813
80.4;2520.11;-1.813
80.42;2520.01;-1.813
80.43;2520.1;-1.813
80.45;2520.25;-1.813
80.47;2520.79;-1.813
80.48;2520.83;-1.813
80.5;2520.47;-1.813
80.52;2520.7;-1.813
80.53;2520.5;-1.813
80.55;2520.4;-1.813
80.57;2519.89;-1.813
80.58;2519.44;-1.813
80.6;2519.73;-1.813
80.62;2519.63;-1.813
80.63;2519.42;-1.813
80.65;2519.72;-1.813
80.67;2519.46;-1.813
80.68;2519.5;-1.813
80.7;2519.36;-1.813
80.72;2519.26;-1.813
80.73;2519.66;-1.813
80.75;2519.24;-1.813
80.77;2519.71;-1.813
80.78;2519.14;-1.813
80.8;2518.71;-1.813
80.82;2518.5;-1.813
80.83;2518.25;-1.813
80.85;2518.5;-1.813
80.87;2519.49;-1.813
80.88;2519.14;-1.813
80.9;2519.87;-1.813
80.92;2519.96;-1.813
80.93;2519.4;-1.813
80.95;2519.09;-1.813
80.97;2518.88;-1.813
80.98;2519.04;-1.813
81;2518.98;-1.813
81.02;2519.02;-1.813
81.03;2518.5;-1.813
81.05;2518.99;-1.813
81.07;2518.79;-1.813
81.08;2518.25;-1.813
81.1;2518.3;-1.813
81.12;2517.85;-1.813
81.13;2518.68;-1.813
81.15;2517.87;-1.813
81.17;2517.93;-1.813
81.18;2518.21;-1.813
81.2;2518.02;-1.813
81.22;2517.92;-1.813
81.23;2518.69;-1.813
81.25;2518.25;-1.813
81.27;2518.02;-1.813
81.28;2517.84;-1.813
81.3;2518.62;-1.813
81.32;2518.62;-1.813
81.33;2518.53;-1.813
81.35;2518.14;-1.813
81.37;2518.02;-1.813
81.38;2517.8;-1.813
81.4;2518.26;-1.813
81.42;2517.66;-1.813
81.43;2517.91;-1.813
81.45;2518.16;-1.813
81.47;2518;-1.813
81.48;2517.63;-1.813
81.5;2516.98;-1.813
81.52;2516.66;-1.813
81.53;2516.49;-1.813
81.55;2517.64;-1.813
81.57;2517.53;-1.813
81.58;2517.88;-1.813
81.6;2517.87;-1.813
81.62;2517.09;-1.813
81.63;2517.41;-1.813
81.65;2517.88;-1.813
81.67;2517.71;-1.813
81.68;2517.95;-1.813
81.7;2518.21;-1.813
81.72;2518.61;-1.813
81.73;2518.06;-1.813
81.75;2517.62;-1.813
81.77;2517.67;-1.813
81.78;2517.58;-1.813
81.8;2517.51;-1.813
81.82;2517.73;-1.813
81.83;2517.65;-1.813
81.85;2517.63;-1.813
81.87;2516.96;-1.813
81.88;2517.81;-1.813
81.9;2516.96;-1.813
81.92;2516.65;-1.813
81.93;2516.74;-1.813
81.95;2517.16;-1.813
81.97;2517.67;-1.813
81.98;2517.27;-1.813
82;2517.09;-1.813
82.02;2516.41;-1.813
82.03;2516.83;-1.813
82.05;2516.83;-1.813
82.07;2517.43;-1.813
82.08;2517.05;-1.813
82.1;2517.15;-1.813
82.12;2517.14;-1.813
82.13;2516.82;-1.813
82.15;2516.48;-1.813
82.17;2516.74;-1.813
82.18;2516.9;-1.813
82.2;2516.46;-1.813
82.22;2516.46;-1.813
82.23;2516.74;-1.813
82.25;2516.19;-1.813
82.27;2515.8;-1.813
82.28;2516.12;-1.813
82.3;2516.06;-1.813
82.32;2515.02;-1.813
82.33;2515.22;-1.813
82.35;2515.23;-1.813
82.37;2515.29;-1.813
82.38;2515.16;-1.813
82.4;2515.13;-1.813
82.42;2515.09;-1.813
82.43;2514.5;-1.813
82.45;2514.65;-1.813
82.47;2514.59;-1.813
82.48;2514.57;-1.813
82.5;2514.44;-1.813
82.52;2514.9;-1.813
82.53;2514.98;-1.813
82.55;2514.86;-1.813
82.57;2514.09;-1.813
82.58;2514.66;-1.813
82.6;2514.17;-1.813
82.62;2515.04;-1.813
82.63;2514.32;-1.813
82.65;2514.67;-1.813
82.67;2514.5;-1.813
82.68;2514.61;-1.813
82.7;2514.25;-1.813
82.72;2514.07;-1.813
82.73;2513.92;-1.813
82.75;2513.97;-1.813
82.77;2513.71;-1.813
82.78;2513.82;-1.813
82.8;2513.82;-1.813
82.82;2513.19;-1.813
82.83;2513.01;-1.813
82.85;2513.21;-1.813
82.87;2514.22;-1.813
82.88;2514.06;-1.813
82.9;2514.17;-1.813
82.92;2514.27;-1.813
82.93;2514.6;-1.814
82.95;2515.3;-1.813
82.97;2515.22;-1.813
82.98;2515.29;-1.813
83;2515.57;-1.813
83.02;2515.17;-1.813
83.03;2515.41;-1.813
83.05;2515.62;-1.813
83.07;2516.05;-1.813
83.08;2515.84;-1.813
83.1;2516.02;-1.813
83.12;2515.87;-1.813
83.13;2515.92;-1.813
83.15;2515.58;-1.813
83.17;2515.42;-1.813
83.18;2515.6;-1.813
83.2;2516.05;-1.813
83.22;2516.06;-1.813
83.23;2516.39;-1.813
83.25;2516.44;-1.813
83.27;2516.57;-1.813
83.28;2516.75;-1.813
83.3;2516.21;-1.813
83.32;2516.19;-1.813
83.33;2515.83;-1.813
83.35;2516.71;-1.813
83.37;2516.84;-1.813
83.38;2516.82;-1.813
83.4;2516.69;-1.813
83.42;2516.89;-1.813
83.43;2516.75;-1.813
83.45;2516.48;-1.813
83.47;2517.11;-1.813
83.48;2516.73;-1.813
83.5;2517.37;-1.813
83.52;2516.98;-1.813
83.53;2516.92;-1.813
83.55;2516.96;-1.813
83.57;2516.76;-1.813
83.58;2516.91;-1.813
83.6;2516.74;-1.813
83.62;2516.03;-1.813
83.63;2516.44;-1.813
83.65;2516.15;-1.813
83.67;2516.19;-1.813
83.68;2516.48;-1.813
83.7;2516.3;-1.813
83.72;2516.35;-1.813
83.73;2516.54;-1.813
83.75;2516.51;-1.813
83.77;2516.58;-1.813
83.78;2516.28;-1.813
83.8;2516.55;-1.813
83.82;2516.33;-1.813
83.83;2516.01;-1.813
83.85;2516.06;-1.813
83.87;2515.54;-1.813
83.88;2516.02;-1.813
83.9;2515.19;-1.813
83.92;2516.15;-1.813
83.93;2515.61;-1.813
83.95;2515.57;-1.813
83.97;2515.12;-1.813
83.98;2514.78;-1.813
84;2514.73;-1.813
84.02;2514.56;-1.813
84.03;2514.94;-1.813
84.05;2514.89;-1.813
84.07;2515.04;-1.813
84.08;2515.39;-1.813
84.1;2515.13;-1.813
84.12;2514.27;-1.813
84.13;2514.31;-1.813
84.15;2514.14;-1.813
84.17;2514.7;-1.813
84.18;2514.76;-1.813
84.2;2514.47;-1.813
84.22;2514.55;-1.813
84.23;2514.69;-1.813
84.25;2514.32;-1.813
84.27;2514.5;-1.813
84.28;2514.63;-1.813
84.3;2514.83;-1.813
84.32;2513.97;-1.813
84.33;2513.98;-1.813
84.35;2513.87;-1.813
84.37;2513.86;-1.813
84.38;2513.45;-1.813
84.4;2513.76;-1.813
84.42;2513.44;-1.813
84.43;2513.63;-1.813
84.45;2513.45;-1.813
84.47;2513.13;-1.813
84.48;2513.42;-1.813
84.5;2513.37;-1.813
84.52;2513.05;-1.813
84.53;2513.49;-1.813
84.55;2513.01;-1.813
84.57;2514.18;-1.813
84.58;2513.77;-1.813
84.6;2514.05;-1.813
84.62;2513.72;-1.813
84.63;2513.63;-1.813
84.65;2513.1;-1.813
84.67;2513.26;-1.813
84.68;2512.84;-1.813
84.7;2513.45;-1.813
84.72;2513.23;-1.813
84.73;2512.85;-1.813
84.75;2513.03;-1.813
84.77;2513.03;-1.813
84.78;2513.72;-1.813
84.8;2513.13;-1.813
84.82;2512.92;-1.813
84.83;2512.46;-1.813
84.85;2512.27;-1.813
84.87;2512.37;-1.813
84.88;2512.62;-1.813
84.9;2513.23;-1.813
84.92;2512.69;-1.813
84.93;2512.64;-1.813
84.95;2512.82;-1.813
84.97;2512.65;-1.813
84.98;2512.67;-1.813
85;2513.1;-1.813
85.02;2512.74;-1.813
85.03;2512.57;-1.813
85.05;2512.43;-1.813
85.07;2512.75;-1.813
85.08;2512.02;-1.813
85.1;2511.79;-1.813
85.12;2511.57;-1.813
85.13;2511.67;-1.813
85.15;2511.72;-1.813
85.17;2511.75;-1.813
85.18;2511.08;-1.813
85.2;2511.15;-1.813
85.22;2510.96;-1.813
85.23;2510.9;-1.813
85.25;2511.16;-1.813
85.27;2511.31;-1.813
85.28;2511.19;-1.813
85.3;2510.64;-1.813
85.32;2511.17;-1.813
85.33;2511.34;-1.813
85.35;2510.96;-1.813
85.37;2511.21;-1.813
85.38;2511.28;-1.813
85.4;2510.75;-1.813
85.42;2511.1;-1.813
85.43;2510.26;-1.813
85.45;2510.71;-1.813
85.47;2510.8;-1.813
85.48;2510.98;-1.813
85.5;2510.16;-1.813
85.52;2510.53;-1.813
85.53;2511.17;-1.813
85.55;2511.06;-1.813
85.57;2510.98;-1.813
85.58;2510.32;-1.813
85.6;2511.21;-1.813
85.62;2510.19;-1.813
85.63;2510.13;-1.813
85.65;2509.83;-1.813
85.67;2510.67;-1.813
85.68;2510.06;-1.813
85.7;2510.27;-1.813
85.72;2510.03;-1.813
85.73;2510.83;-1.813
85.75;2510.53;-1.813
85.77;2510.24;-1.814
85.78;2510.5;-1.813
85.8;2510.84;-1.813
85.82;2510.31;-1.813
85.83;2510.45;-1.813
85.85;2510.97;-1.813
85.87;2511.39;-1.813
85.88;2510.92;-1.813
85.9;2510.78;-1.813
85.92;2510.72;-1.813
85.93;2510.7;-1.813
85.95;2510.39;-1.813
85.97;2510.75;-1.813
85.98;2510.62;-1.813
86;2510.21;-1.813
86.02;2509.84;-1.813
86.03;2509.99;-1.813
86.05;2510.16;-1.813
86.07;2510.39;-1.813
86.08;2510.71;-1.813
86.1;2510.55;-1.813
86.12;2510.95;-1.813
86.13;2510.82;-1.813
86.15;2511;-1.813
86.17;2510.83;-1.813
86.18;2510.74;-1.813
86.2;2510.89;-1.813
86.22;2510.91;-1.813
86.23;2511.14;-1.813
